0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2161.530360287815,3839.65578418156
2171.3682989238473,3834.244782236037
2187.351505306017,3825.4537982678244
2205.305465620478,3815.578872454039
2222.3952164876937,3806.1792737563687
2240.355146724028,3796.3010644032092
2257.441447583856,3786.903363257188
2275.373928311051,3777.04025151267
2292.4866016336205,3767.6280451483826
2310.430056598689,3757.758897421664
2325.919825936762,3749.2393106337336
2334.4410552090385,3744.5525169997845
2337.3542750175952,3742.950205922736
2341.0944432396545,3740.8930618120767
2343.371747941459,3739.642800037703
2347.313837153934,3741.2414540186865
2351.3858212913033,3739.006263097825
2352.2465591947584,3738.533787399949
2352.3506461239153,3738.476652069559
2352.3643251401145,3738.4691433927605
2352.3658848119094,3738.4682872587196
2352.366086611799,3738.4681764868537
2352.366107690289,3738.4681649164622
2352.37552363487,3738.4629963222023
2353.386881697339,3737.90784230325
2358.823598001266,3734.923523476879
2370.0362123745326,3728.7687023870217
2383.441039411662,3721.4105333278303
2399.1254096427,3712.877272690747
2414.9903484314414,3704.3060418641317
2432.2652322379317,3694.9730706765295
2449.0722550997075,3685.8928671929384
2466.9335799315113,3676.2430639355066
2483.6607254719106,3667.2060151699043
2499.514672285607,3658.6407228947446
2515.0436105855847,3650.25102051809
2527.602950394354,3639.7115985422147
2543.529629342032,3631.1063174593105
2559.1640624609795,3622.6589385674274
2575.080068628744,3614.059424052142
2592.344348421274,3604.7314291326306
2610.3716919096037,3594.991146277381
2621.150946981365,3589.167049485981
2621.4493303627273,3589.0058311381053
2621.4493303627273,3589.0058311381053
2621.4493303627273,3589.0058311381053
2621.4493303627273,3589.0058311381053
2621.4493303627273,3589.0058311381053
2621.4493303627273,3589.0058311381053
2621.4493303627273,3589.0058311381053
2621.4493303627273,3589.0058311381053
2621.4493303627273,3589.0058311381053
2621.4493303627273,3589.0058311381053
2621.4493303627273,3589.0058311381053
2621.4493303627273,3589.0058311381053
2621.4493303627273,3589.0058311381053
2621.4493303627273,3589.0058311381053
2621.4493303627273,3589.0058311381053
2621.4493303627273,3589.0058311381053
2621.4493303627273,3589.0058311381053
2621.4493303627273,3589.0058311381053
2621.4493303627273,3589.0058311381053
2621.4493303627273,3589.0058311381053
2621.4493303627273,3589.0058311381053
2621.4493303627273,3589.0058311381053
2621.4493303627273,3589.0058311381053
2621.4493303627273,3589.0058311381053
2623.8758938587575,3585.13868827842
2617.4923365046757,3573.4213361875063
2607.7015197310334,3555.8190534116584
2598.2130295012275,3538.7603041773204
2588.2502072557268,3520.8369854956513
2579.1511696177463,3503.5246701221386
2569.706913058328,3485.375515345472
2563.6187806166604,3466.5225610430607
2554.1588745687113,3448.362889816334
2544.870694350317,3431.1836571771555
2535.085117233834,3413.1810911379534
2525.76155899781,3396.02850311311
2515.980385173239,3378.016373826442
2506.2726134073337,3359.9846399966655
2497.020717874579,3342.799675033496
2487.7804056760697,3325.6362255740905
2478.057788986677,3307.6212642273927
2468.7632519985486,3290.435358031003
2459.474701230568,3273.2605205535892
2459.474701230568,3273.2605205535892
